,video,description
0,mixkit-woman-lost-in-thought-22001.mp4,Woman lost in thought
0,mixkit-woman-and-her-baby-spinning-at-sunset-18277.mp4,Woman and her baby spinning at sunset
0,mixkit-fashion-woman-dressed-in-red-18208.mp4,"Fashion woman in a red dress in a park surrounded by trees and grass, as she opens her umbrella and begins to walk down a path."
0,mixkit-woman-playing-violin-654.mp4,"A woman with long dark hair wearing a black t-shirt plays the violin on a rooftop, with a city building covered in windows in the background."
0,mixkit-woman-doing-headstand-yoga-pose-5057.mp4,Woman doing head yoga pose on top of a mat at home wearing comfortable sportswear.
0,mixkit-woman-jogging-across-a-narrow-footbridge-40768.mp4,Young woman in sportswear jogging across a narrow footbridge outdoors.
0,mixkit-meditating-in-a-windy-desert-environment-32752.mp4,"Woman in the middle of a desert meditating in a yoga pose, with many rocks and dry logs around, while the wind moves the fabric of her clothes."
0,mixkit-happy-woman-walking-with-shopping-bags-at-autumn-28749.mp4,Happy woman walking with shopping bags at autumn
0,mixkit-group-of-friends-talking-in-the-cafeteria-23205.mp4,Group of friends talking in the cafeteria
0,mixkit-woman-walks-into-cave-on-the-beach-1105.mp4,A young woman wearing a black swimwear and a blue beach wrap with long hair walks on the sand in front of a cliff and walks into a dark cave.
0,mixkit-hip-woman-thinking-in-cafe-writes-down-idea-8808.mp4,Hip woman thinking in cafe writes down idea
0,mixkit-woman-reading-quietly-on-a-beach-44529.mp4,"A young woman quietly reading a book on a sunny and peaceful beach, sitting on a hammock, with some palm trees behind her, in a close-up shot."
0,mixkit-cleaning-the-house-dancing-with-music-43373.mp4,Young woman cleaning the living room of her house while listening to music in her headphones and dancing happily.
0,mixkit-woman-dancing-with-a-black-dress-43203.mp4,A woman with brown hair who wears a long black dress and dances contemporary dance in an abandoned spot.
0,mixkit-look-of-an-exhausted-mixed-martial-arts-fighter-40978.mp4,"Look of a young woman fighter of mixed martial arts, wiping the sweat from her face with her hands, under a dim blue light."
0,mixkit-woman-pulls-out-jeans-to-show-off-weight-loss-8782.mp4,Woman pulls out jeans to show off weight loss
0,mixkit-business-woman-concentrating-on-her-laptop-42654.mp4,Dynamic shot of a woman's hands working on her computer and her face as she is concentrating.
0,mixkit-woman-with-mask-looking-at-rain-through-window-33690.mp4,Woman with mask looking at rain through window
0,mixkit-blue-eyed-woman-smiling-portrait-33532.mp4,"Blue-eyed woman smiling, portrait"
0,mixkit-woman-watching-a-mobile-phone-with-a-green-screen-28755.mp4,Woman watching a mobile phone with a green screen
0,mixkit-woman-lets-down-hair-at-the-beach-1117.mp4,Woman with her hair in a bun walks on a beach and releases her hair as she walks towards the waves.
0,mixkit-mujer-mirando-la-ropa-en-el-centro-comercial-9215.mp4,Mujer mirando la ropa en el centro comercial
0,mixkit-representation-of-a-woman-haunted-by-her-demons-43855.mp4,Representation of a woman haunted by her demons with the portrait of a frightened woman in front of a canvas with moving hands.
0,mixkit-a-man-aggressively-yelling-at-a-woman-42260.mp4,"A boyfriend yelling aggressively at a girlfriend inside an apartment, she makes a gesture of concern and bewilderment."
0,mixkit-woman-turning-on-an-old-radio-41338.mp4,Black-haired retro woman turns on the old radio in her house and starts dancing in the living room of her house.
0,mixkit-girl-stretching-her-body-before-exercising-in-a-park-40761.mp4,Girl in sportswear stretching her body before exercising surrounded by trees on a sunny day.
0,mixkit-girl-gently-skating-in-a-parking-lot-34548.mp4,"Young woman slowly sliding with roller skates through a parking lot with cars, during sunset."
0,mixkit-girl-asleep-on-a-sofa-33455.mp4,Girl asleep on a sofa
0,mixkit-girl-walking-slowly-through-a-forest-32623.mp4,Young woman walking slowly straight ahead on a path in the middle of a forest surrounded by many trees and more vegetation.
0,mixkit-business-people-signing-contracts-23042.mp4,Business people signing contracts
0,mixkit-girl-using-a-nebulizer-with-mask-4514.mp4,"Blonde hair girl using a nebulizer with mask for respiratory diseases, close up view."
0,mixkit-ballerina-dancing-in-an-abandoned-place-43202.mp4,Contemporary dancer twirling as she dances in an old abandoned warehouse full of dust floating in the air.
0,mixkit-two-girls-having-fun-and-dancing-42301.mp4,"Portrait of two fashion girls having fun and dancing inside a nightclub, during a night out."
0,mixkit-hands-of-a-girl-with-cutlery-eating-in-a-restaurant-41851.mp4,"Hands of a girl with cutlery, eating in a restaurant, cutting a fried egg with a knife, while having breakfast with another person."
0,mixkit-sad-girl-on-a-bench-looking-to-her-smartphone-36523.mp4,Sad girl on a bench looking to her smartphone
0,mixkit-female-police-officer-interrogating-a-person-at-a-crime-scene-32770.mp4,"A female police officer interrogating a woman while making notes in a notebook, outside a crime scene in a cordoned off apartment."
0,mixkit-woman-working-at-the-office-1803.mp4,"A woman wearing a blue blouse, opens her laptop and start working on it at the office."
0,mixkit-doctor-looks-at-patient-brain-scan-on-screen-5634.mp4,Doctor looks at patient brain scan on screen
0,mixkit-girl-lying-down-chatting-on-her-cell-phone-before-sleeping-39789.mp4,Young woman lying face down on her bed at night while texting on her cell phone before going to sleep.
0,mixkit-woman-in-short-dress-dancing-at-a-party-33282.mp4,Woman in short dress dancing at a party
0,mixkit-a-woman-sitting-in-a-pool-wearing-sunglasses-1262.mp4,Vertical shot of a woman sitting in a pool wearing sunglasses and a yellow bikini or swimsuit on a sunny day. A young woman enjoying vacations in a pool.
0,mixkit-girl-practicing-yoga-in-a-living-room-at-home-4944.mp4,"Woman with ponytail doing yoga positions on a mat inside a room lit by a large window, as the shot slowly opens."
0,mixkit-woman-with-glasses-working-on-a-computer-4913.mp4,"Eyes of a young woman working concentrated, with a computer monitor in the middle, while the shot runs from left to right."
0,mixkit-young-friends-talking-on-a-summer-day-43067.mp4,Two friends talk and drink very happily during a summer vacation afternoon by a pool.
0,mixkit-woman-washing-her-hair-while-taking-a-bath-42915.mp4,Back shot of a young woman washing her hair while taking a bath.
0,mixkit-portrait-of-a-bride-smiling-40597.mp4,Portrait of a happy bride wearing a beautiful wedding dress in a garden full of trees.
0,mixkit-young-woman-waking-up-in-her-bed-31399.mp4,"Young woman waking up in bed, with a couple of stretches, when she immediately leans over to her desk to check her cell phone."
0,mixkit-celebrity-woman-arriving-to-a-red-carpet-23333.mp4,Celebrity woman arriving to a red carpet
0,mixkit-fitness-woman-warming-up-at-a-gym-739.mp4,Fitness woman wearing sportswear doing side plank leg raise exercises at a Crossfit gym.
0,mixkit-girl-in-glasses-writing-with-pencil-on-a-notepad-4953.mp4,"Blonde-haired woman in glasses sitting at a wooden table, writing with a pencil in a notebook, with a smartphone aside."
0,mixkit-nutritionist-in-a-kitchen-consultation-4575.mp4,"Nutritionist in a consultation in her patient's kitchen, with fruits and juices on the table, while asking questions and pointing at her table."
0,mixkit-redhead-woman-laying-on-the-bed-41518.mp4,A redhead woman in a white dress and whit a hand tattoo is laying on the bed whit her eyes shut.
0,mixkit-happy-bride-looks-in-the-mirror-40589.mp4,Happy bride looks in the beauty salon mirror looking at her hairstyle and makeup before her wedding.
0,mixkit-model-with-conceptual-winter-fashion-makeup-39872.mp4,"Face of a female model with conceptual winter fashion make-up, with fingers over her heels, under a blue light in a cold environment."
0,mixkit-woman-looking-at-the-sky-with-hope-33117.mp4,Woman looking at the sky with hope
0,mixkit-woman-relieving-tension-on-her-back-33027.mp4,Woman relieving tension on her back
0,mixkit-old-woman-hugging-her-cat-32188.mp4,Old woman hugging her cat
0,mixkit-woman-talking-with-her-psychologist-32066.mp4,Woman talking with her psychologist
0,mixkit-young-women-enjoying-the-speedboat-trip-23440.mp4,Young women enjoying the speedboat trip
0,mixkit-woman-wakes-up-from-wonderful-dream-and-smiles-13307.mp4,Woman wakes up from wonderful dream and smiles
0,mixkit-student-doing-research-in-university-library-with-books-and-laptop-8826.mp4,Student doing research in university library with books and laptop
0,mixkit-woman-playing-guitar-on-a-fallen-log-661.mp4,"A woman with long brown hair, wearing a black hat, a white shirt and blue pants sits outdoors on a fallen log playing an acoustic guitar, trees in the background and the sun shining through."
0,mixkit-a-well-groomed-woman-while-laughing-happily-4898.mp4,"Well groomed woman, while laughing happily, close-up view with an unfocused office background."
0,mixkit-fashion-models-in-a-convertible-car-43180.mp4,Two young female models with urban style posing in a neon lit convertible car in a parking lot.
0,mixkit-concentrated-woman-working-on-the-computer-42657.mp4,Very concentrated young woman working in front of the computer during work.
0,mixkit-old-woman-suffering-from-a-heart-attack-33767.mp4,Old woman suffering from a heart attack
0,mixkit-woman-hydrating-after-exercising-33271.mp4,Woman hydrating after exercising
0,mixkit-waking-up-and-drinking-coffee-in-front-of-a-laptop-32137.mp4,Waking up and drinking coffee in front of a laptop
0,mixkit-silhouettes-of-a-woman-and-a-man-shaking-hands-30011.mp4,Silhouettes of a formally dressed woman and man standing by a floor-to-ceiling window in an office as they shake hands.
0,mixkit-long-haired-sport-woman-running-on-treadmill-at-gym-14586.mp4,Long-haired sport woman running on treadmill at gym
0,mixkit-woman-doing-yoga-on-a-deck-at-the-beach-1091.mp4,"A woman in shorts and a sports top with her hair in a bun kneels on a blue yoga mat on a wooden outdoor deck and stretches, the beach and the ocean in the background."
0,mixkit-front-view-of-a-woman-running-587.mp4,View of a woman running towards hurdles at a race track on a sunny day.
0,mixkit-lazy-woman-asleep-at-her-desk-in-office-5473.mp4,Lazy woman asleep at her desk in office
0,mixkit-a-girls-face-in-detail-while-smiling-4883.mp4,"Face of a dark-skinned girl seen in detail, while smiling friendly with the background out of focus."
0,mixkit-woman-swimming-underwater-43088.mp4,A woman in a bikini swimming underwater in a pool on a summer vacation afternoon.
0,mixkit-woman-taking-selfies-by-the-pool-43068.mp4,A young woman who takes selfies during a summer afternoon by a pool and then uploads them to her social networks.
0,mixkit-hands-of-a-woman-meditating-in-yoga-pose-42905.mp4,Close shot of meditating woman's hands placing in yoga pose.
0,mixkit-young-businessman-on-phone-call-42625.mp4,Young business man having a call while being very upset or tired and his female colleague also working in the office.
0,mixkit-portrait-of-a-female-boxer-training-on-the-ring-40254.mp4,Portrait of a female kickboxer training her punch and kick speed in a boxing ring.
0,mixkit-girl-sending-a-selfie-by-cell-phone-on-a-green-28311.mp4,"Cheerful girl sending messages on cell phone while taking a selfie to send it, on a green screen background."
0,mixkit-angry-woman-arguing-in-the-phone-24154.mp4,Angry woman arguing in the phone
0,mixkit-a-couple-of-young-students-in-the-classroom-22963.mp4,A couple of young students in the classroom
0,mixkit-portrait-of-an-exhausted-and-happy-woman-in-a-gym-44432.mp4,"Portrait of an exhausted athletic woman after working out in a gym, wiping off sweat with her hand and then turning and smiling happily at the camera."
